#,Date-Time (CDT/CST),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,End of File
962,08/30/2025 08:05:44,21.86,87.08,19.64,,
963,08/30/2025 09:05:44,21.69,85.39,19.15,,
964,08/30/2025 10:05:44,21.37,86.76,19.09,,
965,08/30/2025 11:05:44,23.07,83.00,20.05,,
966,08/30/2025 12:05:44,26.37,70.10,20.51,,
967,08/30/2025 13:05:44,30.46,54.58,20.30,,
968,08/30/2025 14:05:44,33.09,49.63,21.18,,
969,08/30/2025 15:05:44,33.48,47.95,20.97,,
970,08/30/2025 16:05:44,31.15,51.94,20.13,,
971,08/30/2025 17:05:44,25.52,70.81,19.86,,
972,08/30/2025 18:05:44,25.94,72.09,20.54,,
973,08/30/2025 19:05:44,25.23,76.72,20.88,,
974,08/30/2025 20:05:44,24.54,77.69,20.41,,
975,08/30/2025 21:05:44,21.82,75.13,17.24,,
976,08/30/2025 22:05:44,21.65,81.69,18.40,,
977,08/30/2025 23:05:44,21.85,78.72,18.01,,
978,08/31/2025 00:05:44,21.92,79.93,18.32,,
979,08/31/2025 01:05:44,21.83,81.28,18.50,,
980,08/31/2025 02:05:44,21.35,85.49,18.84,,
981,08/31/2025 03:05:44,21.19,86.96,18.95,,
982,08/31/2025 04:05:44,21.41,86.03,19.00,,
983,08/31/2025 05:05:44,21.68,86.51,19.35,,
984,08/31/2025 06:05:44,21.69,86.35,19.33,,
985,08/31/2025 07:05:44,21.55,86.47,19.23,,
986,08/31/2025 08:05:44,21.68,83.94,18.87,,
987,08/31/2025 09:05:44,21.09,86.29,18.74,,
988,08/31/2025 10:05:44,21.85,86.53,19.53,,
989,08/31/2025 11:05:44,24.07,78.93,20.21,,
990,08/31/2025 12:05:44,27.90,67.86,21.44,,
991,08/31/2025 13:05:44,31.24,51.55,20.10,,
992,08/31/2025 14:05:44,33.08,47.11,20.31,,
993,08/31/2025 15:05:44,33.87,41.51,18.98,,
994,08/31/2025 16:05:44,33.49,42.69,19.10,,
995,08/31/2025 17:05:44,31.85,46.06,18.83,,
996,08/31/2025 18:05:44,27.34,56.54,17.97,,
997,08/31/2025 19:05:44,26.33,62.19,18.54,,
998,08/31/2025 20:05:44,24.20,71.04,18.64,,
999,08/31/2025 21:05:44,23.36,75.52,18.81,,
1000,08/31/2025 22:05:44,22.87,76.92,18.63,,
1001,08/31/2025 23:05:44,22.44,78.56,18.55,,
1002,09/01/2025 00:05:44,22.16,79.27,18.42,,
1003,09/01/2025 01:05:44,21.87,80.16,18.32,,
1004,09/01/2025 02:05:44,21.61,80.67,18.17,,
1005,09/01/2025 03:05:44,21.22,82.65,18.18,,
1006,09/01/2025 04:05:44,21.00,85.35,18.47,,
1007,09/01/2025 05:05:44,21.76,83.29,18.82,,
1008,09/01/2025 06:05:44,21.67,81.76,18.44,,
1009,09/01/2025 07:05:44,21.73,81.62,18.47,,
1010,09/01/2025 08:05:44,21.70,81.36,18.39,,
1011,09/01/2025 09:05:44,20.98,84.68,18.32,,
1012,09/01/2025 10:05:44,21.63,81.48,18.35,,
1013,09/01/2025 11:05:44,25.73,66.98,19.16,,
1014,09/01/2025 12:05:44,29.74,53.42,19.29,,
1015,09/01/2025 13:05:44,31.48,49.40,19.62,,
1016,09/01/2025 14:05:44,32.26,43.04,18.12,,
1017,09/01/2025 15:05:44,32.86,40.53,17.70,,
1018,09/01/2025 16:05:44,33.63,36.52,16.73,,
1019,09/01/2025 17:05:44,32.95,38.54,16.99,,
1020,09/01/2025 18:05:44,29.98,43.15,16.11,,
1021,09/01/2025 19:05:44,27.57,48.30,15.69,,
1022,09/01/2025 20:05:44,25.56,57.65,16.61,,
1023,09/01/2025 21:05:44,24.07,65.91,17.32,,
1024,09/01/2025 22:05:44,23.14,68.47,17.04,,
1025,09/01/2025 23:05:44,22.45,68.06,16.29,,
1026,09/02/2025 00:05:44,21.47,71.03,16.02,,
1027,09/02/2025 01:05:44,20.91,72.53,15.80,,
1028,09/02/2025 02:05:44,20.74,74.55,16.08,,
1029,09/02/2025 03:05:44,20.65,75.65,16.22,,
1030,09/02/2025 04:05:44,21.16,78.14,17.22,,
1031,09/02/2025 05:05:44,21.49,77.44,17.40,,
1032,09/02/2025 06:05:44,21.60,77.68,17.56,,
1033,09/02/2025 07:05:44,21.62,76.97,17.43,,
1034,09/02/2025 08:05:44,21.65,77.81,17.64,,
1035,09/02/2025 09:05:44,20.94,79.59,17.30,,
1036,09/02/2025 10:05:44,22.01,76.14,17.63,,
1037,09/02/2025 11:05:44,25.81,61.98,17.99,,
1038,09/02/2025 12:05:44,29.94,49.22,18.16,,
1039,09/02/2025 13:05:44,32.67,38.40,16.68,,
1040,09/02/2025 14:05:44,34.19,35.25,16.67,,
1041,09/02/2025 15:05:44,35.23,32.02,16.06,,
1042,09/02/2025 16:05:44,34.87,33.64,16.53,,
1043,09/02/2025 17:05:44,33.22,36.11,16.20,,
1044,09/02/2025 18:05:44,31.48,35.71,14.49,,
1045,09/02/2025 19:05:44,28.77,40.64,14.09,,
1046,09/02/2025 20:05:44,26.30,45.72,13.68,,
1047,09/02/2025 21:05:44,24.06,52.01,13.62,,
1048,09/02/2025 22:05:44,22.66,60.05,14.53,,
1049,09/02/2025 23:05:44,21.60,61.76,13.97,,
1050,09/03/2025 00:05:44,21.78,62.74,14.38,,
1051,09/03/2025 01:05:44,21.87,65.93,15.24,,
1052,09/03/2025 02:05:44,21.92,68.51,15.88,,
1053,09/03/2025 03:05:44,22.06,71.09,16.60,,
1054,09/03/2025 04:05:44,21.91,71.58,16.57,,
1055,09/03/2025 05:05:44,21.87,69.69,16.10,,
1056,09/03/2025 06:05:44,22.16,75.29,17.60,,
1057,09/03/2025 07:05:44,22.05,75.87,17.62,,
1058,09/03/2025 08:05:44,21.77,72.87,16.71,,
1059,09/03/2025 09:05:44,21.05,72.87,16.01,,
1060,09/03/2025 10:05:44,20.73,75.61,16.28,,
1061,09/03/2025 11:05:44,25.23,58.52,16.54,,
1062,09/03/2025 12:05:44,29.85,43.95,16.28,,
1063,09/03/2025 13:05:44,32.68,35.92,15.64,,
1064,09/03/2025 14:05:44,34.26,34.17,16.25,,
1065,09/03/2025 15:05:44,35.67,32.30,16.58,,
1066,09/03/2025 16:05:44,35.80,32.08,16.59,,
1067,09/03/2025 17:05:44,34.40,34.71,16.61,,
1068,09/03/2025 18:05:44,31.37,41.91,16.90,,
1069,09/03/2025 19:05:44,27.87,46.19,15.27,,
1070,09/03/2025 20:05:44,25.08,54.18,15.19,,
1071,09/03/2025 21:05:44,23.34,60.60,15.31,,
1072,09/03/2025 22:05:44,22.98,58.00,14.30,,
1073,09/03/2025 23:05:44,22.49,59.55,14.24,,
1074,09/04/2025 00:05:44,22.08,60.87,14.19,,
1075,09/04/2025 01:05:44,21.76,63.00,14.43,,
1076,09/04/2025 02:05:44,21.07,64.19,14.06,,
1077,09/04/2025 03:05:44,20.62,67.70,14.45,,
1078,09/04/2025 04:05:44,21.34,69.55,15.57,,
1079,09/04/2025 05:05:44,21.52,68.90,15.59,,
1080,09/04/2025 06:05:44,21.65,67.91,15.48,,
1081,09/04/2025 07:05:44,21.58,67.04,15.22,,
1082,09/04/2025 08:05:44,21.69,69.00,15.77,,
1083,09/04/2025 09:05:44,21.08,64.42,14.12,,
1084,09/04/2025 10:05:44,23.62,57.47,14.75,,
1085,09/04/2025 11:05:44,27.71,47.85,15.67,,
1086,09/04/2025 12:05:44,32.08,39.52,16.61,,
1087,09/04/2025 13:05:44,34.15,34.12,16.12,,
1088,09/04/2025 14:05:44,36.59,31.74,17.10,,
1089,09/04/2025 15:05:44,38.30,28.66,16.95,,
1090,09/04/2025 16:05:44,37.87,28.61,16.56,,
1091,09/04/2025 17:05:44,35.39,31.29,15.84,,
1092,09/04/2025 18:05:44,31.90,33.97,14.09,,
1093,09/04/2025 19:05:44,26.82,48.13,14.95,,
1094,09/04/2025 20:05:44,24.10,57.14,15.11,,
1095,09/04/2025 21:05:44,22.84,60.69,14.87,,
1096,09/04/2025 22:05:44,22.02,61.16,14.21,,
1097,09/04/2025 23:05:44,21.51,58.33,13.01,,
1098,09/05/2025 00:05:44,21.09,60.58,13.19,,
1099,09/05/2025 01:05:44,20.83,58.93,12.52,,
1100,09/05/2025 02:05:44,20.42,61.09,12.69,,
1101,09/05/2025 03:05:44,20.58,60.22,12.62,,
1102,09/05/2025 04:05:44,21.09,54.75,11.65,,
1103,09/05/2025 05:05:44,21.02,60.52,13.11,,
1104,09/05/2025 06:05:44,21.05,59.51,12.88,,
1105,09/05/2025 07:05:44,20.98,58.37,12.51,,
1106,09/05/2025 08:05:44,20.55,61.42,12.89,,
1107,09/05/2025 09:05:44,21.20,59.41,13.00,,
1108,09/05/2025 10:05:44,21.98,60.81,14.08,,
1109,09/05/2025 11:05:44,23.87,56.20,14.63,,
1110,09/05/2025 12:05:44,23.94,58.32,15.28,,
1111,09/05/2025 13:05:44,24.98,53.24,14.83,,
1112,09/05/2025 14:05:44,24.23,58.13,15.49,,
1113,09/05/2025 15:05:44,24.08,56.50,14.91,,
1114,09/05/2025 16:05:44,24.23,56.72,15.11,,
1115,09/05/2025 17:05:44,22.94,66.87,16.47,,
1116,09/05/2025 18:05:44,21.47,72.19,16.28,,
1117,09/05/2025 19:05:44,20.74,77.67,16.72,,
1118,09/05/2025 20:05:44,21.44,73.76,16.59,,
1119,09/05/2025 21:05:44,21.54,76.17,17.19,,
1120,09/05/2025 22:05:44,21.67,78.46,17.78,,
1121,09/05/2025 23:05:44,21.65,79.50,17.98,,
1122,09/06/2025 00:05:44,21.59,79.67,17.95,,
1123,09/06/2025 01:05:44,21.46,79.47,17.78,,
1124,09/06/2025 02:05:44,21.27,79.32,17.57,,
1125,09/06/2025 03:05:44,21.08,78.91,17.30,,
1126,09/06/2025 04:05:44,21.14,79.28,17.43,,
1127,09/06/2025 05:05:44,21.08,79.01,17.32,,
1128,09/06/2025 06:05:44,21.00,78.83,17.21,,
1129,09/06/2025 07:05:44,20.94,78.55,17.09,,
1130,09/06/2025 08:05:44,20.55,77.46,16.50,,
1131,09/06/2025 09:05:44,20.93,79.39,17.25,,
1132,09/06/2025 10:05:44,21.33,76.90,17.13,,
1133,09/06/2025 11:05:44,21.29,70.79,15.79,,
1134,09/06/2025 12:05:44,21.00,75.72,16.57,,
1135,09/06/2025 13:05:44,20.37,71.63,15.10,,
1136,09/06/2025 14:05:44,21.97,71.00,16.49,,
1137,09/06/2025 15:05:44,25.11,62.49,17.46,,
1138,09/06/2025 16:05:44,26.75,59.20,18.14,,
1139,09/06/2025 17:05:44,26.11,60.93,18.00,,
1140,09/06/2025 18:05:44,24.45,64.74,17.40,,
1141,09/06/2025 19:05:44,22.91,69.25,17.00,,
1142,09/06/2025 20:05:44,21.28,74.58,16.60,,
1143,09/06/2025 21:05:44,21.16,76.65,16.92,,
1144,09/06/2025 22:05:44,21.54,74.93,16.93,,
1145,09/06/2025 23:05:44,21.72,75.70,17.26,,
1146,09/07/2025 00:05:44,21.90,77.03,17.71,,
1147,09/07/2025 01:05:44,21.69,76.39,17.38,,
1148,09/07/2025 02:05:44,21.89,78.65,18.04,,
1149,09/07/2025 03:05:44,21.76,79.16,18.01,,
1150,09/07/2025 04:05:44,21.63,79.71,18.00,,
1151,09/07/2025 05:05:44,21.47,79.71,17.84,,
1152,09/07/2025 06:05:44,21.32,79.77,17.71,,
1153,09/07/2025 07:05:44,21.22,80.18,17.69,,
1154,09/07/2025 08:05:44,21.57,81.63,18.32,,
1155,09/07/2025 09:05:44,21.27,77.06,17.11,,
1156,09/07/2025 10:05:44,20.51,79.62,16.88,,
1157,09/07/2025 11:05:44,21.11,77.56,17.05,,
1158,09/07/2025 12:05:44,23.34,71.93,18.02,,
1159,09/07/2025 13:05:44,24.01,71.29,18.51,,
1160,09/07/2025 14:05:44,29.17,56.04,19.52,,
1161,09/07/2025 15:05:44,30.12,53.03,19.51,,
1162,09/07/2025 16:05:44,29.23,53.83,18.93,,
1163,09/07/2025 17:05:44,27.77,55.53,18.08,,
1164,09/07/2025 18:05:44,26.67,58.77,17.96,,
1165,09/07/2025 19:05:44,25.01,61.95,17.23,,
1166,09/07/2025 20:05:44,23.27,66.98,16.81,,
1167,09/07/2025 21:05:44,22.30,71.12,16.84,,
1168,09/07/2025 22:05:44,21.69,73.76,16.83,,
1169,09/07/2025 23:05:44,21.50,76.13,17.14,,
1170,09/08/2025 00:05:44,21.80,73.96,16.98,,
1171,09/08/2025 01:05:44,21.80,76.17,17.44,,
1172,09/08/2025 02:05:44,21.78,76.56,17.50,,
1173,09/08/2025 03:05:44,21.71,76.85,17.49,,
1174,09/08/2025 04:05:44,21.73,77.79,17.70,,
1175,09/08/2025 05:05:44,21.86,79.84,18.24,,
1176,09/08/2025 06:05:44,21.80,80.28,18.28,,
1177,09/08/2025 07:05:44,22.00,81.37,18.68,,
1178,09/08/2025 08:05:44,21.70,81.75,18.47,,
1179,09/08/2025 09:05:44,21.45,82.86,18.44,,
1180,09/08/2025 10:05:44,20.95,85.79,18.51,,
1181,09/08/2025 11:05:44,22.09,79.64,18.43,,
1182,09/08/2025 12:05:44,24.29,72.52,19.06,,
1183,09/08/2025 13:05:44,29.03,57.48,19.80,,
1184,09/08/2025 14:05:44,30.10,54.58,19.96,,
1185,09/08/2025 15:05:44,31.76,50.37,20.19,,
1186,09/08/2025 16:05:44,31.95,51.66,20.78,,
1187,09/08/2025 17:05:44,29.97,52.35,19.17,,
1188,09/08/2025 18:05:44,28.07,58.56,19.21,,
1189,09/08/2025 19:05:44,26.02,62.43,18.31,,
1190,09/08/2025 20:05:44,24.72,66.98,18.20,,
1191,09/08/2025 21:05:44,23.70,68.55,17.60,,
1192,09/08/2025 22:05:44,23.10,69.83,17.31,,
1193,09/08/2025 23:05:44,22.35,71.06,16.87,,
1194,09/09/2025 00:05:44,21.94,71.91,16.67,,
1195,09/09/2025 01:05:44,21.93,74.74,17.26,,
1196,09/09/2025 02:05:44,21.84,74.43,17.11,,
1197,09/09/2025 03:05:44,21.78,75.70,17.32,,
1198,09/09/2025 04:05:44,21.80,77.21,17.65,,
1199,09/09/2025 05:05:44,21.87,77.31,17.74,,
1200,09/09/2025 06:05:44,21.85,80.10,18.29,,
1201,09/09/2025 07:05:44,21.88,80.78,18.45,,
1202,09/09/2025 08:05:44,21.59,80.38,18.09,,
1203,09/09/2025 09:05:44,20.91,83.34,18.01,,
1204,09/09/2025 10:05:44,21.20,83.13,18.25,,
1205,09/09/2025 11:05:44,23.55,76.36,19.18,,
1206,09/09/2025 12:05:44,28.54,60.76,20.24,,
1207,09/09/2025 13:05:44,31.45,52.36,20.54,,
1208,09/09/2025 14:05:44,33.19,47.93,20.70,,
1209,09/09/2025 15:05:44,33.86,45.15,20.33,,
1210,09/09/2025 16:05:44,33.05,44.54,19.38,,
1211,09/09/2025 17:05:44,29.19,55.63,19.43,,
1212,09/09/2025 18:05:44,26.26,64.36,19.03,,
1213,09/09/2025 19:05:44,24.79,66.68,18.19,,
1214,09/09/2025 20:05:44,23.57,69.89,17.77,,
1215,09/09/2025 21:05:44,22.71,70.87,17.17,,
1216,09/09/2025 22:05:44,21.87,71.49,16.51,,
1217,09/09/2025 23:05:44,21.55,74.61,16.87,,
1218,09/10/2025 00:05:44,21.94,71.66,16.60,,
1219,09/10/2025 01:05:44,22.24,70.65,16.67,,
1220,09/10/2025 02:05:44,21.87,72.15,16.65,,
1221,09/10/2025 03:05:44,21.78,73.32,16.82,,
1222,09/10/2025 04:05:44,21.70,75.00,17.10,,
1223,09/10/2025 05:05:44,21.69,76.46,17.40,,
1224,09/10/2025 06:05:44,21.65,77.18,17.51,,
1225,09/10/2025 07:05:44,21.93,78.59,18.06,,
1226,09/10/2025 08:05:44,21.80,78.42,17.90,,
1227,09/10/2025 09:05:44,20.93,78.37,17.04,,
1228,09/10/2025 10:05:44,22.03,78.13,18.06,,
1229,09/10/2025 11:05:44,25.33,68.35,19.10,,
1230,09/10/2025 12:05:44,27.67,61.60,19.65,,
1231,09/10/2025 13:05:44,29.97,54.53,19.83,,
1232,09/10/2025 14:05:44,32.05,47.51,19.51,,
1233,09/10/2025 15:05:44,32.17,45.95,19.09,,
1234,09/10/2025 16:05:44,31.98,42.33,17.61,,
1235,09/10/2025 17:05:44,28.91,50.44,17.60,,
1236,09/10/2025 18:05:44,25.98,59.64,17.54,,
1237,09/10/2025 19:05:44,24.60,64.20,17.41,,
1238,09/10/2025 20:05:44,23.28,67.31,16.90,,
1239,09/10/2025 21:05:44,22.20,70.79,16.67,,
1240,09/10/2025 22:05:44,21.74,73.32,16.78,,
1241,09/10/2025 23:05:44,21.29,74.62,16.62,,
1242,09/11/2025 00:05:44,20.98,76.64,16.75,,
1243,09/11/2025 01:05:44,20.83,76.99,16.67,,
1244,09/11/2025 02:05:44,20.44,79.02,16.71,,
1245,09/11/2025 03:05:44,19.97,80.82,16.59,,
1246,09/11/2025 04:05:44,20.57,78.67,16.76,,
1247,09/11/2025 05:05:44,20.94,76.56,16.69,,
1248,09/11/2025 06:05:44,21.25,75.49,16.76,,
1249,09/11/2025 07:05:44,21.45,75.01,16.86,,
1250,09/11/2025 08:05:44,21.67,76.68,17.42,,
1251,09/11/2025 09:05:44,20.42,79.85,16.85,,
1252,09/11/2025 10:05:44,21.13,79.76,17.52,,
1253,09/11/2025 11:05:44,23.29,69.51,17.42,,
1254,09/11/2025 12:05:44,27.10,59.01,18.42,,
1255,09/11/2025 13:05:44,30.82,47.10,18.25,,
1256,09/11/2025 14:05:44,32.87,42.82,18.59,,
1257,09/11/2025 15:05:44,32.37,41.57,17.66,,
1258,09/11/2025 16:05:44,30.96,43.29,17.04,,
1259,09/11/2025 17:05:44,30.12,46.74,17.50,,
1260,09/11/2025 18:05:44,28.30,50.19,16.96,,
1261,09/11/2025 19:05:44,26.46,52.62,16.01,,
1262,09/11/2025 20:05:44,25.05,58.43,16.35,,
1263,09/11/2025 21:05:44,23.68,62.42,16.09,,
1264,09/11/2025 22:05:44,22.80,65.13,15.93,,
1265,09/11/2025 23:05:44,21.87,67.89,15.69,,
1266,09/12/2025 00:05:44,20.55,71.73,15.28,,
1267,09/12/2025 01:05:44,20.10,71.22,14.75,,
1268,09/12/2025 02:05:44,20.68,69.71,14.97,,
1269,09/12/2025 03:05:44,21.13,70.27,15.53,,
1270,09/12/2025 04:05:44,21.08,70.95,15.63,,
1271,09/12/2025 05:05:44,21.38,71.78,16.10,,
1272,09/12/2025 06:05:44,21.44,71.51,16.09,,
1273,09/12/2025 07:05:44,21.73,73.15,16.74,,
1274,09/12/2025 08:05:44,21.62,72.80,16.55,,
1275,09/12/2025 09:05:44,20.43,74.70,15.81,,
1276,09/12/2025 10:05:44,20.97,78.96,17.20,,
1277,09/12/2025 11:05:44,26.33,68.27,20.04,,
1278,09/12/2025 12:05:44,31.64,54.16,21.26,,
1279,09/12/2025 13:05:44,33.44,48.81,21.22,,
1280,09/12/2025 14:05:44,35.06,44.95,21.35,,
1281,09/12/2025 15:05:44,35.19,43.64,20.98,,
1282,09/12/2025 16:05:44,33.96,43.77,19.92,,
1283,09/12/2025 17:05:44,32.58,46.94,19.80,,
1284,09/12/2025 18:05:44,30.87,48.24,18.68,,
1285,09/12/2025 19:05:44,28.33,52.63,17.74,,
1286,09/12/2025 20:05:44,26.07,58.04,17.20,,
1287,09/12/2025 21:05:44,24.53,62.07,16.81,,
1288,09/12/2025 22:05:44,23.63,64.40,16.54,,
1289,09/12/2025 23:05:44,23.01,65.51,16.22,,
1290,09/13/2025 00:05:44,22.53,66.87,16.09,,
1291,09/13/2025 01:05:44,20.77,72.22,15.61,,
1292,09/13/2025 02:05:44,21.17,72.81,16.12,,
1293,09/13/2025 03:05:44,21.19,70.00,15.52,,
1294,09/13/2025 04:05:44,21.52,71.13,16.09,,
1295,09/13/2025 05:05:44,21.63,72.24,16.44,,
1296,09/13/2025 06:05:44,21.57,72.36,16.41,,
1297,09/13/2025 07:05:44,21.44,71.42,16.08,,
1298,09/13/2025 08:05:44,21.57,71.57,16.23,,
1299,09/13/2025 09:05:44,20.44,81.06,17.10,,
1300,09/13/2025 10:05:44,21.56,81.97,18.37,,
1301,09/13/2025 11:05:44,23.86,76.04,19.40,,
1302,09/13/2025 12:05:44,25.11,71.18,19.54,,
1303,09/13/2025 13:05:44,24.22,75.16,19.56,,
1304,09/13/2025 14:05:44,26.86,65.08,19.77,,
1305,09/13/2025 15:05:44,23.43,78.92,19.59,,
1306,09/13/2025 16:05:44,22.29,83.60,19.41,,
1307,09/13/2025 17:05:44,21.74,84.94,19.12,,
1308,09/13/2025 18:05:44,21.65,85.37,19.12,,
1309,09/13/2025 19:05:44,21.02,85.58,18.54,,
1310,09/13/2025 20:05:44,21.40,84.72,18.74,,
1311,09/13/2025 21:05:44,21.59,83.19,18.64,,
1312,09/13/2025 22:05:44,21.73,83.31,18.80,,
1313,09/13/2025 23:05:44,21.73,81.45,18.43,,
1314,09/14/2025 00:05:44,21.55,81.97,18.37,,
1315,09/14/2025 01:05:44,21.57,82.40,18.47,,
1316,09/14/2025 02:05:44,21.37,83.30,18.44,,
1317,09/14/2025 03:05:44,21.45,85.53,18.95,,
1318,09/14/2025 04:05:44,21.51,85.00,18.90,,
1319,09/14/2025 05:05:44,21.53,85.41,19.00,,
1320,09/14/2025 06:05:44,21.68,86.13,19.28,,
1321,09/14/2025 07:05:44,21.67,85.58,19.17,,
1322,09/14/2025 08:05:44,21.73,85.25,19.17,,
1323,09/14/2025 09:05:44,21.63,84.14,18.86,,
1324,09/14/2025 10:05:44,20.81,83.61,17.96,,
1325,09/14/2025 11:05:44,20.63,85.08,18.06,,
1326,09/14/2025 12:05:44,22.36,82.14,19.19,,
1327,09/14/2025 13:05:44,22.98,81.19,19.61,,
1328,09/14/2025 14:05:44,22.65,83.12,19.66,,
1329,09/14/2025 15:05:44,24.12,79.96,20.47,,
1330,09/14/2025 16:05:44,25.21,74.58,20.40,,
1331,09/14/2025 17:05:44,25.80,72.04,20.41,,
1332,09/14/2025 18:05:44,25.07,72.97,19.91,,
1333,09/14/2025 19:05:44,23.88,77.10,19.65,,
1334,09/14/2025 20:05:44,22.95,80.65,19.47,,
1335,09/14/2025 21:05:44,22.16,84.33,19.42,,
1336,09/14/2025 22:05:44,21.40,85.37,18.87,,
1337,09/14/2025 23:05:44,21.01,86.44,18.69,,
1338,09/15/2025 00:05:44,20.80,87.10,18.60,,
1339,09/15/2025 01:05:44,20.66,87.46,18.53,,
1340,09/15/2025 02:05:44,21.23,85.30,18.69,,
1341,09/15/2025 03:05:44,21.36,86.47,19.03,,
1342,09/15/2025 04:05:44,21.11,86.19,18.73,,
1343,09/15/2025 05:05:44,21.35,84.68,18.69,,
1344,09/15/2025 06:05:44,21.53,82.89,18.52,,
1345,09/15/2025 07:05:44,21.74,83.77,18.90,,
1346,09/15/2025 08:05:44,21.58,82.85,18.56,,
1347,09/15/2025 09:05:44,20.98,84.37,18.26,,
1348,09/15/2025 10:05:44,21.59,85.25,19.03,,
1349,09/15/2025 11:05:44,24.14,73.07,19.03,,
1350,09/15/2025 12:05:44,28.17,61.38,20.06,,
1351,09/15/2025 13:05:44,30.90,53.16,20.27,,
1352,09/15/2025 14:05:44,32.46,48.32,20.16,,
1353,09/15/2025 15:05:44,33.29,47.31,20.57,,
1354,09/15/2025 16:05:44,32.98,45.00,19.48,,
1355,09/15/2025 17:05:44,31.15,46.90,18.49,,
1356,09/15/2025 18:05:44,27.98,55.18,18.17,,
1357,09/15/2025 19:05:44,25.33,62.15,17.58,,
1358,09/15/2025 20:05:44,23.88,66.60,17.31,,
1359,09/15/2025 21:05:44,23.52,68.89,17.50,,
1360,09/15/2025 22:05:44,23.34,70.44,17.68,,
1361,09/15/2025 23:05:44,22.90,69.51,17.05,,
1362,09/16/2025 00:05:44,22.42,70.77,16.87,,
1363,09/16/2025 01:05:44,21.96,71.79,16.66,,
1364,09/16/2025 02:05:44,21.96,73.64,17.06,,
1365,09/16/2025 03:05:44,21.91,74.43,17.18,,
1366,09/16/2025 04:05:44,21.73,75.29,17.18,,
1367,09/16/2025 05:05:44,21.71,74.64,17.03,,
1368,09/16/2025 06:05:44,21.69,75.47,17.19,,
1369,09/16/2025 07:05:44,21.92,77.58,17.85,,
1370,09/16/2025 08:05:44,21.88,77.88,17.87,,
1371,09/16/2025 09:05:44,21.24,75.53,16.77,,
1372,09/16/2025 10:05:44,21.46,74.11,16.68,,
1373,09/16/2025 11:05:44,23.98,68.47,17.85,,
1374,09/16/2025 12:05:44,27.44,59.25,18.81,,
1375,09/16/2025 13:05:44,29.93,52.34,19.13,,
1376,09/16/2025 14:05:44,31.76,46.02,18.74,,
1377,09/16/2025 15:05:44,31.92,45.59,18.73,,
1378,09/16/2025 16:05:44,29.06,53.61,18.71,,
1379,09/16/2025 17:05:44,27.17,58.43,18.33,,
1380,09/16/2025 18:05:44,26.19,59.90,17.80,,
1381,09/16/2025 19:05:44,24.56,64.41,17.42,,
1382,09/16/2025 20:05:44,23.27,67.75,16.99,,
1383,09/16/2025 21:05:44,22.62,70.02,16.89,,
1384,09/16/2025 22:05:44,21.94,70.41,16.33,,
1385,09/16/2025 23:05:44,22.01,67.46,15.73,,
1386,09/17/2025 00:05:44,21.95,66.42,15.43,,
1387,09/17/2025 01:05:44,22.02,69.98,16.31,,
1388,09/17/2025 02:05:44,22.05,70.09,16.36,,
1389,09/17/2025 03:05:44,21.97,70.72,16.43,,
1390,09/17/2025 04:05:44,21.88,70.80,16.36,,
1391,09/17/2025 05:05:44,21.83,72.48,16.69,,
1392,09/17/2025 06:05:44,21.87,74.81,17.22,,
1393,09/17/2025 07:05:44,21.73,74.33,16.98,,
1394,09/17/2025 08:05:44,21.65,73.77,16.78,,
1395,09/17/2025 09:05:44,21.27,75.64,16.82,,
1396,09/17/2025 10:05:44,20.80,75.68,16.37,,
1397,09/17/2025 11:05:44,22.58,69.24,16.68,,
1398,09/17/2025 12:05:44,25.61,59.07,17.04,,
1399,09/17/2025 13:05:44,25.90,58.60,17.19,,
1400,09/17/2025 14:05:44,28.81,48.80,16.99,,
1401,09/17/2025 15:05:44,30.83,43.64,17.05,,
1402,09/17/2025 16:05:44,30.30,43.35,16.47,,
1403,09/17/2025 17:05:44,28.21,49.06,16.52,,
1404,09/17/2025 18:05:44,25.30,59.02,16.73,,
1405,09/17/2025 19:05:44,23.09,61.55,15.32,,
1406,09/17/2025 20:05:44,21.87,63.64,14.69,,
1407,09/17/2025 21:05:44,21.55,62.65,14.14,,
1408,09/17/2025 22:05:44,21.67,63.63,14.50,,
1409,09/17/2025 23:05:44,21.73,66.54,15.25,,
1410,09/18/2025 00:05:44,21.75,68.90,15.81,,
1411,09/18/2025 01:05:44,21.80,72.77,16.72,,
1412,09/18/2025 02:05:44,22.02,75.80,17.58,,
1413,09/18/2025 03:05:44,21.97,77.06,17.79,,
1414,09/18/2025 04:05:44,21.80,77.72,17.75,,
1415,09/18/2025 05:05:44,21.62,78.14,17.67,,
1416,09/18/2025 06:05:44,21.53,78.78,17.71,,
1417,09/18/2025 07:05:44,21.39,78.65,17.55,,
1418,09/18/2025 08:05:44,21.33,79.05,17.58,,
1419,09/18/2025 09:05:44,21.41,73.13,16.42,,
1420,09/18/2025 10:05:44,20.18,76.65,15.97,,
1421,09/18/2025 11:05:44,22.13,69.46,16.30,,
1422,09/18/2025 12:05:44,26.19,59.29,17.65,,
1423,09/18/2025 13:05:44,28.37,55.66,18.67,,
1424,09/18/2025 14:05:44,30.10,51.47,19.02,,
1425,09/18/2025 15:05:44,28.13,53.29,17.76,,
1426,09/18/2025 16:05:44,28.04,50.13,16.70,,
1427,09/18/2025 17:05:44,27.23,52.15,16.59,,
